city,date_time,temperature,humidity,pressure,wind_speed,rainfall,weather_code,latitude,longitude
Mirpur Khas,2025-10-19 23:00:00,25.2,32,1006.6,6.2,0.0,0,25.5251,69.0159
Ormara,2025-06-14 02:00:00,32.3,44,996.5,23.0,0.0,0,25.2088,64.6357
Wah Cantt,2024-04-18 23:00:00,17.0,92,956.5,12.7,7.0,63,33.77,72.75
Muzaffargarh,2024-01-05 01:00:00,7.3,95,1003.2,5.9,0.0,0,30.0703,71.1933
Pakpattan,2025-08-29 05:00:00,26.0,87,982.3,6.8,0.0,1,30.341,73.3866
Bhakkar,2025-11-12 12:00:00,24.0,30,997.0,4.9,0.0,0,31.6252,71.0657
Mansehra,2024-12-12 03:00:00,-0.1,73,891.9,4.9,0.0,0,34.33,73.2
Mingora,2024-02-21 22:00:00,2.2,85,906.2,4.0,0.0,1,34.7717,72.36
Mianwali,2025-06-15 02:00:00,30.0,38,972.8,3.2,0.0,0,32.5839,71.537
Abbottabad,2025-07-13 07:00:00,25.0,75,876.7,4.5,0.0,0,34.1688,73.2215
Taxila,2024-07-20 15:00:00,33.8,56,939.2,10.9,0.0,0,33.7463,72.8397
Kandhkot,2024-07-24 11:00:00,38.7,45,985.2,10.5,0.0,0,28.245,69.18
Bagh,2024-07-29 03:00:00,12.8,100,703.6,5.1,1.3,61,33.9861,73.9478
Bannu,2024-10-20 14:00:00,32.5,29,968.6,13.2,0.0,0,32.9853,70.6042
Mardan,2024-11-01 07:00:00,12.5,86,976.3,3.2,0.0,3,34.1989,72.0407
Lakki Marwat,2024-12-12 11:00:00,13.2,40,987.6,3.6,0.0,0,32.607,70.9114
Tank,2024-05-20 14:00:00,41.4,15,972.2,11.8,0.0,0,32.2167,70.3833
Swabi,2024-02-10 23:00:00,10.2,70,981.7,2.5,0.0,0,34.1202,72.4698
Bannu,2024-09-19 17:00:00,35.2,33,963.2,8.7,0.0,0,32.9853,70.6042
Dalbandin,2025-09-27 02:00:00,25.2,17,916.0,9.2,0.0,0,28.8885,64.4062
Kotli,2025-03-06 02:00:00,4.5,58,938.9,11.4,0.0,0,33.5184,73.9022
Abbottabad,2025-05-10 00:00:00,15.4,77,876.8,4.0,0.0,0,34.1688,73.2215
Dir,2024-10-17 00:00:00,12.4,65,861.1,7.5,0.0,0,35.2058,71.8767
Dera Ismail Khan,2024-05-10 15:00:00,37.3,23,985.0,14.9,0.0,1,31.8327,70.9019
Muridke,2025-05-26 22:00:00,31.0,37,974.5,1.9,0.0,0,31.802,74.257
Mansehra,2024-11-25 06:00:00,4.5,81,894.9,6.5,0.0,0,34.33,73.2
Hafizabad,2024-04-20 22:00:00,20.6,69,982.8,8.9,0.0,0,32.0709,73.688
Jalalpur Jattan,2024-09-11 07:00:00,26.0,89,974.8,1.5,0.0,0,32.6419,74.205
Dalbandin,2024-11-20 23:00:00,18.0,28,921.0,14.3,0.0,0,28.8885,64.4062
Mingora,2024-04-12 04:00:00,12.8,74,910.3,7.1,0.0,2,34.7717,72.36
Murree,2024-05-03 01:00:00,8.2,78,783.7,7.3,0.0,3,33.9073,73.3903
Karak,2024-09-18 15:00:00,34.7,31,943.5,6.8,0.0,0,33.1167,71.0833
Sibi,2025-04-23 05:00:00,21.5,15,992.0,8.0,0.0,0,29.543,67.8773
Rahim Yar Khan,2024-03-07 01:00:00,13.7,64,1003.5,8.0,0.0,0,28.4202,70.2952
Shikarpur,2024-01-11 06:00:00,8.8,85,1011.0,4.7,0.0,0,27.9556,68.6382
Gupis,2025-05-06 04:00:00,-4.0,52,627.9,1.2,0.0,0,36.1667,73.4333
Rahim Yar Khan,2024-02-29 15:00:00,26.2,36,1002.6,1.1,0.0,3,28.4202,70.2952
Kahuta,2024-04-17 12:00:00,26.6,42,940.9,7.9,0.0,2,33.5917,73.3875
Muzaffarabad,2024-09-12 05:00:00,21.9,73,921.9,4.0,0.0,0,34.37,73.4711
Swabi,2024-08-29 02:00:00,23.5,92,965.7,2.2,0.1,51,34.1202,72.4698
Kallar Syedan,2024-09-09 00:00:00,23.9,83,946.4,3.9,0.0,0,33.4167,73.3833
Pasni,2025-10-07 11:00:00,31.9,42,1011.0,4.4,0.0,0,25.2631,63.471
Bhimber,2025-12-07 09:00:00,16.3,48,981.3,2.0,0.0,0,32.9747,74.078
Rahim Yar Khan,2025-01-13 14:00:00,19.9,50,1009.6,0.2,0.0,0,28.4202,70.2952
Thatta,2024-09-21 10:00:00,31.0,64,1005.7,19.0,0.0,1,24.7475,67.9235
Nawabshah,2025-01-10 02:00:00,10.8,81,1011.3,10.8,0.0,0,26.2442,68.41
Bannu,2025-07-13 19:00:00,34.3,40,957.2,8.2,0.0,0,32.9853,70.6042
Khairpur,2025-10-12 15:00:00,35.5,17,1002.7,10.3,0.0,0,27.5295,68.7592
Kalat,2024-08-11 23:00:00,21.7,54,798.7,15.0,0.0,0,29.0266,66.5936
Mandi Bahauddin,2025-05-27 15:00:00,38.7,25,973.0,6.6,0.0,3,32.5861,73.4917
Gilgit,2025-06-18 23:00:00,21.8,34,848.8,3.0,0.0,0,35.9208,74.3083
Gwadar,2025-11-18 19:00:00,25.0,64,1013.8,6.8,0.0,0,25.1264,62.3225
Mirpur,2024-12-20 05:00:00,5.8,83,965.0,4.1,0.0,0,33.1483,73.7517
Nowshera,2025-05-24 13:00:00,32.6,44,970.9,14.4,0.0,1,34.0159,72.0058
Nowshera,2024-10-25 01:00:00,19.1,72,979.7,3.0,0.0,0,34.0159,72.0058
Mardan,2025-01-05 06:00:00,5.7,95,979.8,3.6,0.0,1,34.1989,72.0407
Mardan,2025-02-19 01:00:00,12.2,64,979.2,5.0,0.3,51,34.1989,72.0407
Larkana,2025-08-31 21:00:00,33.9,51,992.8,4.5,0.0,0,27.559,68.212
Gilgit,2024-12-06 14:00:00,10.5,34,853.4,4.8,0.0,0,35.9208,74.3083
Rahim Yar Khan,2025-09-04 22:00:00,29.8,69,994.3,8.9,0.0,0,28.4202,70.2952
Bhakkar,2024-06-23 21:00:00,33.0,38,978.7,9.0,0.0,0,31.6252,71.0657
Multan,2025-07-24 01:00:00,25.7,96,980.6,6.5,1.5,61,30.1575,71.5249
Larkana,2024-04-05 16:00:00,35.4,18,1000.3,10.9,0.0,0,27.559,68.212
Pakpattan,2025-08-21 14:00:00,33.7,63,981.9,5.2,0.0,0,30.341,73.3866
Khuzdar,2024-11-28 23:00:00,14.7,79,883.5,4.7,0.0,0,27.8,66.6167
Karak,2025-06-06 09:00:00,33.2,32,946.2,8.1,0.0,0,33.1167,71.0833
Jhang,2024-03-25 17:00:00,29.7,46,992.6,2.9,0.0,0,31.2781,72.3118
Karachi,2024-12-27 07:00:00,13.9,51,1019.2,9.2,0.0,0,24.8607,67.0011
Vehari,2025-02-02 12:00:00,20.4,49,1001.8,7.0,0.0,0,30.0419,72.3528
Rawalpindi,2024-04-30 12:00:00,22.9,47,951.9,23.9,0.0,2,33.5651,73.0169
Chitral,2024-08-13 21:00:00,27.2,61,851.7,4.7,0.0,0,35.8518,71.7864
Burewala,2025-10-12 04:00:00,20.2,77,994.1,5.1,0.0,0,30.1667,72.65
Larkana,2025-04-30 05:00:00,29.4,33,994.6,7.9,0.0,3,27.559,68.212
Charsadda,2024-05-19 20:00:00,31.2,30,967.2,13.1,0.0,0,34.1482,71.7406
Mandi Bahauddin,2025-12-05 19:00:00,13.7,56,993.6,7.6,0.0,0,32.5861,73.4917
Gwadar,2025-08-02 14:00:00,30.2,68,1000.1,18.9,0.0,3,25.1264,62.3225
Wah Cantt,2025-06-16 16:00:00,37.0,26,947.2,4.2,0.0,3,33.77,72.75
Khuzdar,2025-03-11 04:00:00,15.9,37,881.5,2.5,0.0,3,27.8,66.6167
Sahiwal,2024-12-25 10:00:00,14.1,71,1001.3,2.7,0.0,0,30.6682,73.1114
Mianwali,2024-09-14 08:00:00,24.0,83,978.5,17.0,0.0,1,32.5839,71.537
Dir,2025-06-28 03:00:00,21.2,88,856.0,2.4,0.0,1,35.2058,71.8767
Sibi,2025-02-16 02:00:00,13.5,58,994.6,6.4,0.0,0,29.543,67.8773
Chaman,2024-08-16 21:00:00,32.9,30,861.3,15.8,0.0,0,30.9177,66.4597
Sahiwal,2024-06-27 21:00:00,32.7,62,980.2,12.7,0.0,0,30.6682,73.1114
Sheikhupura,2025-04-22 03:00:00,22.7,47,983.9,9.0,0.0,0,31.7167,73.985
Jalalpur Jattan,2024-02-14 12:00:00,20.0,43,991.0,4.5,0.0,0,32.6419,74.205
Hafizabad,2025-11-04 06:00:00,17.3,86,982.8,14.1,0.0,0,32.0709,73.688
Khaplu,2024-07-10 21:00:00,8.1,96,662.7,3.3,0.5,53,35.1333,76.3333
Tando Adam,2025-11-13 07:00:00,14.9,83,1015.0,5.4,0.0,0,25.7687,68.6617
Toba Tek Singh,2024-05-17 23:00:00,31.3,25,984.9,8.0,0.0,0,30.9697,72.4827
Kasur,2025-10-04 11:00:00,33.7,42,986.5,9.4,0.0,0,31.115,74.4467
Gujrat,2025-02-13 07:00:00,8.1,58,986.0,4.8,0.0,3,32.5736,74.078
Rahim Yar Khan,2024-02-28 19:00:00,21.4,52,1005.2,2.3,0.0,0,28.4202,70.2952
Lakki Marwat,2025-02-05 12:00:00,17.5,28,985.2,4.3,0.0,0,32.607,70.9114
Zhob,2025-06-02 02:00:00,20.6,45,852.2,4.4,0.0,0,31.3417,69.4486
Kohat,2025-04-01 00:00:00,17.3,24,951.9,7.1,0.0,0,33.5869,71.4429
Kalat,2025-07-24 18:00:00,30.9,14,798.3,24.8,0.0,0,29.0266,66.5936
Mianwali,2025-07-18 13:00:00,30.8,71,978.8,13.6,0.8,53,32.5839,71.537
Murree,2024-10-25 03:00:00,7.2,59,786.5,6.9,0.0,0,33.9073,73.3903
Okara,2024-04-01 11:00:00,27.4,33,989.7,13.5,0.0,0,30.8081,73.4458
Burewala,2024-05-26 18:00:00,42.6,11,979.2,13.2,0.0,0,30.1667,72.65
Jhang,2025-05-03 08:00:00,28.3,61,989.2,7.6,0.0,0,31.2781,72.3118
Kallar Syedan,2024-08-22 13:00:00,31.6,59,946.4,9.4,0.0,0,33.4167,73.3833
Turbat,2025-07-23 17:00:00,36.3,48,977.1,21.7,0.0,0,26.0023,63.0485
Bhimber,2024-09-10 07:00:00,26.4,93,965.1,3.3,0.0,0,32.9747,74.078
Rahim Yar Khan,2024-07-18 01:00:00,35.3,54,987.5,10.1,0.0,0,28.4202,70.2952
Gupis,2024-07-19 08:00:00,6.5,83,636.7,1.8,0.0,2,36.1667,73.4333
Burewala,2024-12-20 01:00:00,8.0,87,998.9,4.2,0.0,0,30.1667,72.65
Khanewal,2024-02-26 03:00:00,14.2,42,1001.8,10.9,0.0,3,30.3017,71.9321
Jhang,2025-07-20 08:00:00,31.3,72,979.7,7.8,0.0,0,31.2781,72.3118
Umerkot,2025-09-04 21:00:00,29.2,69,1000.9,9.1,0.0,0,25.3614,69.7361
Kotli,2024-09-20 08:00:00,25.6,59,939.7,3.1,0.0,0,33.5184,73.9022
Toba Tek Singh,2025-10-06 12:00:00,25.3,66,990.5,4.9,0.1,51,30.9697,72.4827
Toba Tek Singh,2025-11-13 05:00:00,12.4,75,997.5,1.3,0.0,0,30.9697,72.4827
Attock,2024-05-11 04:00:00,24.2,48,966.5,8.1,0.0,3,33.766,72.3609
Mandi Bahauddin,2025-04-19 23:00:00,24.0,47,975.6,11.1,0.0,0,32.5861,73.4917
Vehari,2025-06-29 18:00:00,38.4,39,975.7,9.9,0.0,1,30.0419,72.3528
Mastung,2024-08-13 16:00:00,34.1,24,834.0,5.2,0.0,0,29.7997,66.8455
Vehari,2024-08-17 06:00:00,26.5,96,985.8,12.3,0.3,51,30.0419,72.3528
Hunza,2025-06-21 09:00:00,23.2,48,786.2,2.9,0.0,0,36.3167,74.65
Sargodha,2025-02-17 13:00:00,25.8,32,994.5,4.1,0.0,2,32.0836,72.6711
Muzaffarabad,2025-11-22 14:00:00,22.3,22,932.8,7.0,0.0,0,34.37,73.4711
Tando Adam,2024-11-18 10:00:00,25.7,52,1013.8,2.9,0.0,0,25.7687,68.6617
Khaplu,2025-10-17 04:00:00,-7.6,64,655.7,4.1,0.0,0,35.1333,76.3333
Gujranwala,2024-05-10 04:00:00,23.8,52,977.1,6.2,0.0,1,32.1877,74.1945
Wah Cantt,2024-03-25 20:00:00,18.4,65,959.2,6.9,0.0,2,33.77,72.75
Dera Ismail Khan,2025-03-23 15:00:00,31.6,27,992.0,12.0,0.0,0,31.8327,70.9019
Gilgit,2024-10-08 17:00:00,14.1,66,862.1,1.5,0.3,51,35.9208,74.3083
Taxila,2025-11-11 14:00:00,21.4,35,953.7,8.4,0.0,0,33.7463,72.8397
Vehari,2025-11-16 14:00:00,28.6,18,1002.8,8.5,0.0,0,30.0419,72.3528
Umerkot,2024-01-24 00:00:00,15.0,59,1015.2,10.1,0.0,0,25.3614,69.7361
Rawalpindi,2024-04-01 02:00:00,13.4,73,952.0,10.5,0.0,3,33.5651,73.0169
Chakwal,2025-07-22 16:00:00,32.0,65,940.0,12.6,0.1,51,32.9336,72.8634
Khairpur,2024-06-03 04:00:00,32.4,49,994.4,15.2,0.0,0,27.5295,68.7592
Narowal,2024-04-04 03:00:00,15.1,66,980.3,6.3,0.0,0,32.1,74.8833
Sahiwal,2024-04-12 15:00:00,36.7,17,987.9,11.9,0.0,0,30.6682,73.1114
Jalalpur Jattan,2024-04-21 13:00:00,30.0,39,978.4,5.9,0.0,0,32.6419,74.205
Dir,2024-08-27 01:00:00,19.0,81,858.8,5.0,3.9,63,35.2058,71.8767
Kohat,2024-02-15 22:00:00,15.9,33,959.7,3.1,0.0,0,33.5869,71.4429
Pasni,2024-05-17 08:00:00,28.3,85,1008.7,8.6,0.0,0,25.2631,63.471
Taxila,2025-12-17 23:00:00,15.0,50,955.9,0.5,0.0,3,33.7463,72.8397
Swabi,2025-12-25 13:00:00,16.2,54,977.5,1.8,0.0,0,34.1202,72.4698
Mandi Bahauddin,2025-04-02 22:00:00,21.6,26,984.3,8.6,0.0,0,32.5861,73.4917
Nankana Sahib,2025-08-30 04:00:00,25.7,97,982.4,13.9,1.2,55,31.45,73.7
Dir,2024-10-19 13:00:00,24.8,27,864.7,5.3,0.0,0,35.2058,71.8767
Murree,2025-08-13 14:00:00,20.5,85,787.5,5.4,0.3,51,33.9073,73.3903
Chakwal,2024-11-03 03:00:00,17.9,73,954.5,6.1,0.0,1,32.9336,72.8634
Sukkur,2024-10-01 12:00:00,37.8,37,998.2,10.5,0.0,0,27.7052,68.8574
Multan,2024-05-04 06:00:00,23.3,62,994.1,17.1,0.0,2,30.1575,71.5249
Hunza,2025-08-12 00:00:00,22.6,50,782.9,0.0,0.0,0,36.3167,74.65
Umerkot,2024-04-21 18:00:00,35.7,19,1002.3,10.2,0.0,2,25.3614,69.7361
Nushki,2024-11-15 09:00:00,12.5,50,908.4,4.4,0.0,1,29.5522,66.0225
Shikarpur,2024-09-21 08:00:00,30.8,66,998.0,3.8,0.0,0,27.9556,68.6382
Mingora,2025-05-18 23:00:00,23.6,43,904.1,8.9,0.0,3,34.7717,72.36
Nowshera,2025-04-22 01:00:00,19.0,49,977.7,3.0,0.0,0,34.0159,72.0058
Swabi,2024-04-21 19:00:00,21.0,76,967.2,4.5,0.0,0,34.1202,72.4698
Loralai,2024-10-14 17:00:00,26.2,15,861.3,9.1,0.0,0,30.3705,68.5979
Gwadar,2025-09-04 05:00:00,25.9,89,1003.7,4.4,0.0,1,25.1264,62.3225
Muzaffargarh,2025-12-25 21:00:00,15.8,62,1002.2,2.3,0.0,3,30.0703,71.1933
Dera Ghazi Khan,2024-09-08 16:00:00,35.2,55,987.1,5.9,0.3,51,30.0561,70.6348
Attock,2025-06-26 22:00:00,27.3,92,961.0,1.8,0.0,3,33.766,72.3609
Rawalpindi,2024-07-23 21:00:00,27.2,85,940.8,3.6,0.0,3,33.5651,73.0169
Okara,2024-02-22 01:00:00,9.7,70,989.8,9.1,0.0,0,30.8081,73.4458
Batkhela,2025-06-20 23:00:00,31.3,50,928.3,4.0,0.0,0,34.6167,71.9667
Chilas,2025-12-22 08:00:00,5.6,72,886.6,2.0,3.5,75,35.4206,74.0967
Gupis,2024-08-01 06:00:00,7.0,94,634.9,4.2,0.0,0,36.1667,73.4333
Wah Cantt,2025-01-28 05:00:00,4.0,46,955.3,2.2,0.0,0,33.77,72.75
Chitral,2024-03-28 10:00:00,10.5,71,854.3,5.6,0.0,3,35.8518,71.7864
Mianwali,2025-02-24 18:00:00,23.5,40,992.8,8.2,0.0,3,32.5839,71.537
Sibi,2025-10-08 17:00:00,31.0,30,995.2,8.9,0.0,0,29.543,67.8773
Chilas,2024-02-11 18:00:00,9.5,26,894.4,1.9,0.0,0,35.4206,74.0967
Tank,2024-11-11 07:00:00,17.4,85,983.3,4.6,0.0,0,32.2167,70.3833
Skardu,2025-03-21 05:00:00,-8.5,57,780.0,8.2,0.0,3,35.2971,75.6333
Sheikhupura,2024-10-19 02:00:00,21.4,83,985.2,4.2,0.0,0,31.7167,73.985
Karak,2024-11-25 19:00:00,16.5,57,950.7,1.3,0.0,1,33.1167,71.0833
Nankana Sahib,2025-09-11 21:00:00,27.3,85,982.7,6.2,0.0,0,31.45,73.7
Batkhela,2024-09-25 13:00:00,33.3,49,934.8,10.6,0.1,51,34.6167,71.9667
Hunza,2024-01-25 21:00:00,-1.5,48,778.2,3.9,0.1,71,36.3167,74.65
Pakpattan,2024-04-05 20:00:00,24.7,34,989.2,8.1,0.0,0,30.341,73.3866
Dera Ismail Khan,2025-03-31 03:00:00,15.5,61,990.3,5.3,0.0,0,31.8327,70.9019
Kasur,2024-11-25 04:00:00,13.3,86,990.0,7.0,0.0,0,31.115,74.4467
Matiari,2025-11-06 07:00:00,17.0,51,1009.5,8.5,0.0,0,25.597,68.4467
Muzaffarabad,2024-01-19 22:00:00,10.6,51,932.5,2.9,0.0,3,34.37,73.4711
Timergara,2024-11-21 15:00:00,21.9,21,927.1,4.0,0.0,0,34.8266,71.844
Narowal,2024-08-20 14:00:00,31.3,75,975.6,1.5,0.1,51,32.1,74.8833
Gwadar,2025-03-11 02:00:00,21.4,93,1011.7,7.6,0.0,1,25.1264,62.3225
Mandi Bahauddin,2024-01-16 18:00:00,10.4,82,987.0,5.8,0.0,0,32.5861,73.4917
Gujrat,2025-03-20 11:00:00,28.7,24,989.4,9.8,0.0,0,32.5736,74.078
Okara,2024-06-06 21:00:00,31.3,45,982.9,6.5,0.0,0,30.8081,73.4458
Kallar Syedan,2024-09-11 22:00:00,25.0,73,944.8,7.7,0.0,0,33.4167,73.3833
Hunza,2024-06-25 14:00:00,23.5,43,785.4,3.3,0.0,2,36.3167,74.65
Gilgit,2024-11-05 11:00:00,21.2,26,864.6,2.5,0.0,1,35.9208,74.3083
Umerkot,2024-12-26 20:00:00,17.9,53,1016.6,13.4,0.0,0,25.3614,69.7361
Charsadda,2025-09-11 12:00:00,32.7,58,969.6,7.6,0.0,0,34.1482,71.7406
Pasni,2025-06-17 09:00:00,29.1,83,998.7,1.5,0.0,3,25.2631,63.471
Lodhran,2024-10-20 11:00:00,36.3,19,997.7,10.6,0.0,0,29.5405,71.6336
Jhelum,2025-03-08 21:00:00,14.9,59,981.6,5.2,0.0,1,32.9425,73.7257
Chiniot,2025-12-31 12:00:00,14.2,79,990.2,5.8,0.0,3,31.72,72.9789
Bagh,2025-01-27 09:00:00,-2.9,23,697.1,1.4,0.0,0,33.9861,73.9478
Swabi,2024-04-17 12:00:00,27.1,45,971.0,4.4,0.0,3,34.1202,72.4698
Khaplu,2024-10-19 01:00:00,-2.6,74,659.8,3.7,0.0,0,35.1333,76.3333
Khuzdar,2025-02-10 10:00:00,16.4,48,883.2,9.7,0.0,0,27.8,66.6167
Mianwali,2025-03-26 19:00:00,23.9,52,979.0,16.3,0.0,0,32.5839,71.537
Dadu,2024-03-12 02:00:00,18.8,67,1010.9,7.6,0.0,0,26.7319,67.775
Mandi Bahauddin,2025-05-25 21:00:00,29.9,45,977.9,5.4,0.0,0,32.5861,73.4917
Shakargarh,2025-04-01 13:00:00,27.7,39,979.9,7.9,0.0,0,32.2646,75.1608
Kasur,2024-10-01 21:00:00,30.7,61,980.9,5.2,0.0,0,31.115,74.4467
Burewala,2025-12-26 21:00:00,13.4,61,1000.1,6.0,0.0,0,30.1667,72.65
Rahim Yar Khan,2024-04-08 18:00:00,34.3,22,996.7,9.2,0.0,3,28.4202,70.2952
Kot Addu,2025-03-31 02:00:00,17.8,52,994.7,9.6,0.0,0,30.4691,70.967
Murree,2024-04-26 22:00:00,8.7,73,785.5,11.5,1.7,61,33.9073,73.3903
Gujranwala,2024-02-20 00:00:00,12.9,96,982.6,18.5,0.0,3,32.1877,74.1945
Chilas,2025-12-12 12:00:00,15.1,21,892.8,3.2,0.0,3,35.4206,74.0967
Hafizabad,2024-12-02 08:00:00,13.5,88,989.9,7.5,0.0,1,32.0709,73.688
Charsadda,2025-03-07 06:00:00,10.2,87,976.7,0.4,0.0,3,34.1482,71.7406
Islamabad,2024-05-19 15:00:00,35.7,21,945.0,15.8,0.0,0,33.6844,73.0479
Kot Addu,2024-02-08 06:00:00,8.1,97,1005.5,4.0,0.0,0,30.4691,70.967
Hafizabad,2024-04-03 05:00:00,15.1,69,982.6,8.8,0.0,0,32.0709,73.688
Murree,2024-09-28 06:00:00,11.2,91,785.9,3.5,0.0,1,33.9073,73.3903
Kandhkot,2024-05-11 12:00:00,40.1,24,999.8,9.7,0.0,0,28.245,69.18
Sargodha,2025-04-24 05:00:00,23.2,19,980.6,8.1,0.0,0,32.0836,72.6711
Karak,2024-05-20 17:00:00,38.1,14,941.8,9.7,0.0,3,33.1167,71.0833
Vehari,2024-08-11 13:00:00,36.8,50,981.9,14.8,0.0,1,30.0419,72.3528
Turbat,2024-06-22 12:00:00,39.9,25,982.9,9.6,0.0,0,26.0023,63.0485
Kandhkot,2025-07-13 16:00:00,39.2,39,988.8,6.8,0.0,1,28.245,69.18
Jalalpur Jattan,2025-05-15 08:00:00,30.9,31,975.9,5.5,0.0,0,32.6419,74.205
Karak,2024-04-29 06:00:00,13.3,90,945.0,14.7,0.2,51,33.1167,71.0833
Nankana Sahib,2025-02-16 18:00:00,19.7,59,989.9,0.9,0.0,3,31.45,73.7
Gilgit,2024-09-27 22:00:00,16.6,73,854.5,4.5,0.0,2,35.9208,74.3083
Tando Adam,2024-07-13 18:00:00,36.0,51,989.7,33.0,0.0,0,25.7687,68.6617
Bannu,2025-04-23 09:00:00,30.1,13,967.0,10.7,0.0,0,32.9853,70.6042
Bhakkar,2024-07-14 21:00:00,31.3,64,976.9,6.2,0.0,0,31.6252,71.0657
Tando Adam,2025-04-18 12:00:00,41.7,11,1000.5,28.6,0.0,0,25.7687,68.6617
Bhakkar,2024-01-01 23:00:00,6.1,100,998.0,8.8,0.0,2,31.6252,71.0657
Umerkot,2024-02-22 02:00:00,17.6,67,1009.3,7.2,0.0,0,25.3614,69.7361
Kot Addu,2025-07-21 11:00:00,35.7,55,983.1,10.1,0.0,3,30.4691,70.967
Timergara,2025-12-13 03:00:00,7.4,51,926.5,2.7,0.0,3,34.8266,71.844
Taxila,2024-08-29 22:00:00,24.2,86,946.4,9.4,0.2,51,33.7463,72.8397
Dalbandin,2025-04-23 02:00:00,22.1,13,918.2,12.0,0.0,0,28.8885,64.4062
Lakki Marwat,2024-02-02 07:00:00,6.3,79,990.2,3.3,0.0,1,32.607,70.9114
Jhelum,2024-04-25 14:00:00,34.1,28,980.4,1.1,0.0,2,32.9425,73.7257
Kasur,2024-07-25 15:00:00,35.1,60,968.0,8.1,0.0,2,31.115,74.4467
Shikarpur,2025-11-01 10:00:00,29.6,31,1005.2,3.7,0.0,0,27.9556,68.6382
Dera Ghazi Khan,2024-09-13 04:00:00,26.0,73,982.4,8.3,0.0,0,30.0561,70.6348
Pakpattan,2025-02-14 02:00:00,11.9,69,993.8,4.5,0.0,3,30.341,73.3866
Ghotki,2025-12-28 03:00:00,12.4,76,1008.1,6.2,0.0,0,28.0064,69.3161
Mirpur Khas,2024-01-04 13:00:00,21.8,36,1014.6,11.3,0.0,0,25.5251,69.0159
Muzaffarabad,2024-12-12 14:00:00,13.2,39,932.9,3.4,0.0,3,34.37,73.4711
Sibi,2024-01-10 17:00:00,17.7,60,1001.8,5.9,0.0,0,29.543,67.8773
Tando Allahyar,2024-11-17 13:00:00,30.5,42,1010.6,3.0,0.0,0,25.4605,68.717
Haripur,2025-01-05 03:00:00,6.7,85,953.1,9.6,0.0,1,33.9942,72.934
Multan,2024-05-10 21:00:00,34.9,27,991.9,19.5,0.0,0,30.1575,71.5249
Hangu,2024-12-12 11:00:00,14.4,20,922.3,4.2,0.0,0,33.5311,71.0597
Okara,2024-09-03 03:00:00,26.2,91,983.0,10.8,0.0,0,30.8081,73.4458
Toba Tek Singh,2025-04-12 02:00:00,23.2,56,985.9,8.2,0.0,0,30.9697,72.4827
Nowshera,2024-03-07 19:00:00,16.8,47,983.8,1.9,0.0,1,34.0159,72.0058
Matiari,2024-07-06 01:00:00,30.8,71,989.8,24.6,0.0,3,25.597,68.4467
Khanewal,2024-07-15 04:00:00,29.3,81,982.1,5.4,0.0,0,30.3017,71.9321
Turbat,2025-01-24 23:00:00,13.4,40,1002.1,9.4,0.0,0,26.0023,63.0485
Muridke,2024-01-21 00:00:00,6.1,99,993.8,0.4,0.0,0,31.802,74.257
Kasur,2024-12-29 08:00:00,8.2,98,997.8,5.7,0.0,3,31.115,74.4467
Chaman,2025-01-13 03:00:00,4.5,54,866.7,5.9,0.0,0,30.9177,66.4597
Charsadda,2025-09-24 07:00:00,25.0,87,970.3,4.3,0.0,0,34.1482,71.7406
Chilas,2025-11-27 06:00:00,5.4,18,891.7,0.9,0.0,0,35.4206,74.0967
Dera Ismail Khan,2024-08-19 20:00:00,30.4,75,979.8,10.0,0.0,0,31.8327,70.9019
Hangu,2024-08-09 17:00:00,30.5,64,912.4,8.3,0.1,51,33.5311,71.0597
Kasur,2025-08-06 23:00:00,28.4,81,978.8,5.5,0.0,0,31.115,74.4467
Bahawalpur,2024-12-24 18:00:00,14.2,72,1004.1,7.1,0.0,0,29.3956,71.6836
Islamabad,2024-07-31 13:00:00,33.7,62,941.8,9.0,0.0,2,33.6844,73.0479
Hangu,2025-05-09 23:00:00,20.4,70,917.3,5.3,0.0,0,33.5311,71.0597
Muzaffarabad,2024-06-29 16:00:00,29.9,67,921.5,5.9,0.2,51,34.37,73.4711
Dir,2025-04-02 23:00:00,5.6,52,858.8,6.2,0.0,3,35.2058,71.8767
Attock,2025-12-11 12:00:00,17.2,48,976.8,2.7,0.0,0,33.766,72.3609
Sheikhupura,2025-01-19 22:00:00,10.7,87,992.6,7.6,0.0,1,31.7167,73.985
Turbat,2025-01-05 12:00:00,18.7,21,1003.6,20.3,0.0,0,26.0023,63.0485
Matiari,2024-04-07 09:00:00,32.4,27,1005.7,2.0,0.0,0,25.597,68.4467
Tando Allahyar,2024-10-28 03:00:00,27.1,54,1002.7,11.5,0.0,0,25.4605,68.717
Chakwal,2025-05-03 16:00:00,29.5,39,947.6,3.8,0.1,51,32.9336,72.8634
Mardan,2025-01-22 20:00:00,10.0,78,977.6,2.8,0.0,0,34.1989,72.0407
Ormara,2024-09-12 11:00:00,29.5,70,1004.0,20.9,0.0,1,25.2088,64.6357
Okara,2024-04-26 01:00:00,24.4,36,983.4,9.8,0.0,1,30.8081,73.4458
Mansehra,2025-02-09 23:00:00,9.6,43,895.5,2.7,0.0,3,34.33,73.2
Dalbandin,2024-06-14 04:00:00,28.9,12,908.0,13.8,0.0,0,28.8885,64.4062
Sheikhupura,2025-08-20 21:00:00,27.6,82,978.9,7.2,0.0,0,31.7167,73.985
